asin,domain_id,market,title,detected_layout,expected_layout,is_mismatch,confidence,detection_layer,new_price,used_price,brand,source
B0DQDSLSKH,4,FR,"Tbest Clavier à 3 Touches, écran LCD Couleur de 0, 96 Pouces, Clavier Filaire Personnalisable, Macro échangeable à Chaud avec Bouton de Lumière RVB",unknown,azerty,False,none,none,31.43,,Tbest,static_pool
B0DQDSLSKH,8,IT,"Tbest Tastiera a 3 Tasti, LCD a Colori da 0, 96 Pollici Tastiera Cablata Personalizzabile Hot Swap Macro con Manopola Luce RGB",unknown,qwerty_it,False,none,none,37.87,,Tbest,static_pool
B07NL7C7M9,2,UK,"Bewinner for Windows,0 Bluethooth Tastatur, 7 Zoll Ultraleicht Tragbare Wireless Tastatur Multifunktionale Tastatur mit vollen Tasten und FN Medientasten für Pad, Android, OS, Tablets,",unknown,qwerty_uk,False,none,none,,,Bewinner,static_pool
B07NL7C7M9,4,FR,"Bewinner for Windows,0 Bluethooth Tastatur, 7 Zoll Ultraleicht Tragbare Wireless Tastatur Multifunktionale Tastatur mit vollen Tasten und FN Medientasten für Pad, Android, OS, Tablets,",unknown,azerty,False,none,none,,,Bewinner,static_pool
B07NL7C7M9,8,IT,"Bewinner for Windows,0 Bluethooth Tastatur, 7 Zoll Ultraleicht Tragbare Wireless Tastatur Multifunktionale Tastatur mit vollen Tasten und FN Medientasten für Pad, Android, OS, Tablets,",unknown,qwerty_it,False,none,none,,,Bewinner,static_pool
B07NL7C7M9,9,ES,"Bewinner for Windows,0 Bluethooth Tastatur, 7 Zoll Ultraleicht Tragbare Wireless Tastatur Multifunktionale Tastatur mit vollen Tasten und FN Medientasten für Pad, Android, OS, Tablets,",unknown,qwerty_es,False,none,none,,,Bewinner,static_pool
B0DCFLXMBD,2,UK,"Akku Gebläse kompatibel mit Dewalt 18V/20V, 1000w 0-40000RPM Schnurlos Luftgebläse Luftdüster Tragbar Staubbläser Handgebläse für Reinigung von PC, Tastatur und Auto(ohne Akku) (Gelb)",unknown,qwerty_uk,False,none,none,,,Gotrain,static_pool
B0DCFLXMBD,4,FR,"Akku Gebläse kompatibel mit Dewalt 18V/20V, 1000w 0-40000RPM Schnurlos Luftgebläse Luftdüster Tragbar Staubbläser Handgebläse für Reinigung von PC, Tastatur und Auto(ohne Akku) (Gelb)",unknown,azerty,False,none,none,,,Gotrain,static_pool
B0DCFLXMBD,8,IT,"Akku Gebläse kompatibel mit Dewalt 18V/20V, 1000w 0-40000RPM Schnurlos Luftgebläse Luftdüster Tragbar Staubbläser Handgebläse für Reinigung von PC, Tastatur und Auto(ohne Akku) (Gelb)",unknown,qwerty_it,False,none,none,,,Gotrain,static_pool
B0DCFLXMBD,9,ES,"Akku Gebläse kompatibel mit Dewalt 18V/20V, 1000w 0-40000RPM Schnurlos Luftgebläse Luftdüster Tragbar Staubbläser Handgebläse für Reinigung von PC, Tastatur und Auto(ohne Akku) (Gelb)",unknown,qwerty_es,False,none,none,,,Gotrain,static_pool
B0B9XP6N5Q,2,UK,"Tastaturabdeckung für Dell XPS 15 9500 9510 9520 9530 15,6 Zoll & XPS 17 9720 9700 9710 9730 17 Zoll & Dell Precision 5770 5570 5766 0 556 Tastaturschutz für US-Layout-Tastatur, 39,6 cm (15,6 Zoll),",unknown,qwerty_uk,False,none,none,,,MUBUY-GOL,static_pool
B0B9XP6N5Q,4,FR,"Tastaturabdeckung für Dell XPS 15 9500 9510 9520 9530 15,6 Zoll & XPS 17 9720 9700 9710 9730 17 Zoll & Dell Precision 5770 5570 5766 0 556 Tastaturschutz für US-Layout-Tastatur, 39,6 cm (15,6 Zoll),",unknown,azerty,False,none,none,,,MUBUY-GOL,static_pool
B0B9XP6N5Q,8,IT,"Tastaturabdeckung für Dell XPS 15 9500 9510 9520 9530 15,6 Zoll & XPS 17 9720 9700 9710 9730 17 Zoll & Dell Precision 5770 5570 5766 0 556 Tastaturschutz für US-Layout-Tastatur, 39,6 cm (15,6 Zoll),",unknown,qwerty_it,False,none,none,,,MUBUY-GOL,static_pool
B0B9XP6N5Q,9,ES,"Tastaturabdeckung für Dell XPS 15 9500 9510 9520 9530 15,6 Zoll & XPS 17 9720 9700 9710 9730 17 Zoll & Dell Precision 5770 5570 5766 0 556 Tastaturschutz für US-Layout-Tastatur, 39,6 cm (15,6 Zoll),",unknown,qwerty_es,False,none,none,,,MUBUY-GOL,static_pool
B0BBM3W9QV,2,UK,"CYSSJF Wartenummer-Anzeigetafel mit Tastatur | Kunden/Patienten-Aufruf |Anzeigbare Nummern: 0 bis 999 | Warteschlangen-System für Arztpraxis, Schule, Kirche, Behörde, Restaurant",unknown,qwerty_uk,False,none,none,,,CYSSJF,static_pool
B0BBM3W9QV,4,FR,"CYSSJF Wartenummer-Anzeigetafel mit Tastatur | Kunden/Patienten-Aufruf |Anzeigbare Nummern: 0 bis 999 | Warteschlangen-System für Arztpraxis, Schule, Kirche, Behörde, Restaurant",unknown,azerty,False,none,none,,,CYSSJF,static_pool
B0BBM3W9QV,8,IT,"CYSSJF Wartenummer-Anzeigetafel mit Tastatur | Kunden/Patienten-Aufruf |Anzeigbare Nummern: 0 bis 999 | Warteschlangen-System für Arztpraxis, Schule, Kirche, Behörde, Restaurant",unknown,qwerty_it,False,none,none,,,CYSSJF,static_pool
B0BBM3W9QV,9,ES,"CYSSJF Wartenummer-Anzeigetafel mit Tastatur | Kunden/Patienten-Aufruf |Anzeigbare Nummern: 0 bis 999 | Warteschlangen-System für Arztpraxis, Schule, Kirche, Behörde, Restaurant",unknown,qwerty_es,False,none,none,,,CYSSJF,static_pool
B08NWSQZBH,2,UK,"Tastaturabdeckung für 13,3 Zoll HP EliteBook 430 630 G8 G9 G10, EliteBook X360 435 G8 G9, EliteBook 830 835 G7 G8 13,3 Zoll Laptop US-Layout Tastatur Schutzfolie (nicht passend für 830 835 G9 G11 0)",unknown,qwerty_uk,False,none,none,,,i-Tensodo,static_pool
B08NWSQZBH,4,FR,"Tastaturabdeckung für 13,3 Zoll HP EliteBook 430 630 G8 G9 G10, EliteBook X360 435 G8 G9, EliteBook 830 835 G7 G8 13,3 Zoll Laptop US-Layout Tastatur Schutzfolie (nicht passend für 830 835 G9 G11 0)",unknown,azerty,False,none,none,,,i-Tensodo,static_pool
B08NWSQZBH,8,IT,"Tastaturabdeckung für 13,3 Zoll HP EliteBook 430 630 G8 G9 G10, EliteBook X360 435 G8 G9, EliteBook 830 835 G7 G8 13,3 Zoll Laptop US-Layout Tastatur Schutzfolie (nicht passend für 830 835 G9 G11 0)",unknown,qwerty_it,False,none,none,,,i-Tensodo,static_pool
B08NWSQZBH,9,ES,"Tastaturabdeckung für 13,3 Zoll HP EliteBook 430 630 G8 G9 G10, EliteBook X360 435 G8 G9, EliteBook 830 835 G7 G8 13,3 Zoll Laptop US-Layout Tastatur Schutzfolie (nicht passend für 830 835 G9 G11 0)",unknown,qwerty_es,False,none,none,,,i-Tensodo,static_pool
B0DJ5LXG6N,2,UK,Gaming Mauspad Topographische Lange Mousepad 1200 x 600 x 3 mm Schreibtischunterlage Matte mit Rutschfester Basis genähte Rand Tastatur Matte für Büro Schreibtisch Unterlegmatte Afrika Elefant 0-2,unknown,qwerty_uk,False,none,none,,,BEIJUYHU,static_pool
B0DJ5LXG6N,4,FR,Gaming Mauspad Topographische Lange Mousepad 1200 x 600 x 3 mm Schreibtischunterlage Matte mit Rutschfester Basis genähte Rand Tastatur Matte für Büro Schreibtisch Unterlegmatte Afrika Elefant 0-2,unknown,azerty,False,none,none,,,BEIJUYHU,static_pool
B0DJ5LXG6N,8,IT,Gaming Mauspad Topographische Lange Mousepad 1200 x 600 x 3 mm Schreibtischunterlage Matte mit Rutschfester Basis genähte Rand Tastatur Matte für Büro Schreibtisch Unterlegmatte Afrika Elefant 0-2,unknown,qwerty_it,False,none,none,,,BEIJUYHU,static_pool
B0DJ5LXG6N,9,ES,Gaming Mauspad Topographische Lange Mousepad 1200 x 600 x 3 mm Schreibtischunterlage Matte mit Rutschfester Basis genähte Rand Tastatur Matte für Büro Schreibtisch Unterlegmatte Afrika Elefant 0-2,unknown,qwerty_es,False,none,none,,,BEIJUYHU,static_pool
B0DNXJ643L,2,UK,"Mauspad 1000x500x3mm, Mousepad Große Kirschblüte Schreibtisch Matte, Anime Gaming Tastatur Matte, rutschfeste Gummibasis, Großer Erweiterter Schreibtisch Schutz Für Home Office Rosa Pfirsichblüte 0-M",unknown,qwerty_uk,False,none,none,,,BEIJUYHU,static_pool
B0DNXJ643L,4,FR,"Mauspad 1000x500x3mm, Mousepad Große Kirschblüte Schreibtisch Matte, Anime Gaming Tastatur Matte, rutschfeste Gummibasis, Großer Erweiterter Schreibtisch Schutz Für Home Office Rosa Pfirsichblüte 0-M",unknown,azerty,False,none,none,,,BEIJUYHU,static_pool
B0DNXJ643L,8,IT,"Mauspad 1000x500x3mm, Mousepad Große Kirschblüte Schreibtisch Matte, Anime Gaming Tastatur Matte, rutschfeste Gummibasis, Großer Erweiterter Schreibtisch Schutz Für Home Office Rosa Pfirsichblüte 0-M",unknown,qwerty_it,False,none,none,,,BEIJUYHU,static_pool
B0DNXJ643L,9,ES,"Mauspad 1000x500x3mm, Mousepad Große Kirschblüte Schreibtisch Matte, Anime Gaming Tastatur Matte, rutschfeste Gummibasis, Großer Erweiterter Schreibtisch Schutz Für Home Office Rosa Pfirsichblüte 0-M",unknown,qwerty_es,False,none,none,,,BEIJUYHU,static_pool
B0BGN46XZB,2,UK,Tastaturabdeckung für 2023 2022 HP Envy 15 x360 2-in-1 15-ey 15-ew 15-ew0023dx 15-ew0013dx 15-ey0013dx 15-ey0023dx 15t-ew100 15z-ey100 15z - ey000 0 15z-ey000 15t-ew000 US-Layout Tastatur-Schutzfolie,unknown,qwerty_uk,False,none,none,,,MUBUY-GOL,static_pool
B0BGN46XZB,4,FR,Tastaturabdeckung für 2023 2022 HP Envy 15 x360 2-in-1 15-ey 15-ew 15-ew0023dx 15-ew0013dx 15-ey0013dx 15-ey0023dx 15t-ew100 15z-ey100 15z - ey000 0 15z-ey000 15t-ew000 US-Layout Tastatur-Schutzfolie,unknown,azerty,False,none,none,,,MUBUY-GOL,static_pool
B0BGN46XZB,8,IT,Tastaturabdeckung für 2023 2022 HP Envy 15 x360 2-in-1 15-ey 15-ew 15-ew0023dx 15-ew0013dx 15-ey0013dx 15-ey0023dx 15t-ew100 15z-ey100 15z - ey000 0 15z-ey000 15t-ew000 US-Layout Tastatur-Schutzfolie,unknown,qwerty_it,False,none,none,,,MUBUY-GOL,static_pool
B0BGN46XZB,9,ES,Tastaturabdeckung für 2023 2022 HP Envy 15 x360 2-in-1 15-ey 15-ew 15-ew0023dx 15-ew0013dx 15-ey0013dx 15-ey0023dx 15t-ew100 15z-ey100 15z - ey000 0 15z-ey000 15t-ew000 US-Layout Tastatur-Schutzfolie,unknown,qwerty_es,False,none,none,,,MUBUY-GOL,static_pool
B07XPTNS8Z,2,UK,"Tastaturabdeckung für Dell Inspiron/Vostro 13 14 5300 5301 5390 5391 7390 7391 7300 7306 5400 5490 5493 5498 7405 7406 7490, Dell Latitude 30, Dell Latitude 30 0 330 1x3380 Tastatur-Abdeckung aus TPU.",unknown,qwerty_uk,False,none,none,,,MUBUY-GOL,static_pool
B07XPTNS8Z,4,FR,"Tastaturabdeckung für Dell Inspiron/Vostro 13 14 5300 5301 5390 5391 7390 7391 7300 7306 5400 5490 5493 5498 7405 7406 7490, Dell Latitude 30, Dell Latitude 30 0 330 1x3380 Tastatur-Abdeckung aus TPU.",unknown,azerty,False,none,none,,,MUBUY-GOL,static_pool
B07XPTNS8Z,8,IT,"Tastaturabdeckung für Dell Inspiron/Vostro 13 14 5300 5301 5390 5391 7390 7391 7300 7306 5400 5490 5493 5498 7405 7406 7490, Dell Latitude 30, Dell Latitude 30 0 330 1x3380 Tastatur-Abdeckung aus TPU.",unknown,qwerty_it,False,none,none,,,MUBUY-GOL,static_pool
B07XPTNS8Z,9,ES,"Tastaturabdeckung für Dell Inspiron/Vostro 13 14 5300 5301 5390 5391 7390 7391 7300 7306 5400 5490 5493 5498 7405 7406 7490, Dell Latitude 30, Dell Latitude 30 0 330 1x3380 Tastatur-Abdeckung aus TPU.",unknown,qwerty_es,False,none,none,,,MUBUY-GOL,static_pool
B0CYV86HPX,2,UK,"Mad Catz Mechanische Tastatur, KS63NMUSBL000-0, Schwarz, Mehrfarbig, Monochrom",unknown,qwerty_uk,False,none,none,,,MAD CATZ,static_pool
B0CYV86HPX,4,FR,"Mad Catz Mechanische Tastatur, KS63NMUSBL000-0, Schwarz, Mehrfarbig, Monochrom",unknown,azerty,False,none,none,,,MAD CATZ,static_pool
B0CYV86HPX,8,IT,"Mad Catz Mechanische Tastatur, KS63NMUSBL000-0, Schwarz, Mehrfarbig, Monochrom",unknown,qwerty_it,False,none,none,,,MAD CATZ,static_pool
B0CYV86HPX,9,ES,"Mad Catz Mechanische Tastatur, KS63NMUSBL000-0, Schwarz, Mehrfarbig, Monochrom",unknown,qwerty_es,False,none,none,,,MAD CATZ,static_pool
B0DJCRKCHN,2,UK,XXL Gaming Mauspad 800x400mm – Mousepad Groß Nahtlose Kanten Mouse Pad rutschfest & Wasserdicht verbessert Geschwindigkeit und Präzision Schreibtischunterlage für Maus Tastatur Kirschblüten Katana W 0,unknown,qwerty_uk,False,none,none,,,BEIJUYHU,static_pool
B0DJCRKCHN,4,FR,XXL Gaming Mauspad 800x400mm – Mousepad Groß Nahtlose Kanten Mouse Pad rutschfest & Wasserdicht verbessert Geschwindigkeit und Präzision Schreibtischunterlage für Maus Tastatur Kirschblüten Katana W 0,unknown,azerty,False,none,none,,,BEIJUYHU,static_pool
B0DJCRKCHN,8,IT,XXL Gaming Mauspad 800x400mm – Mousepad Groß Nahtlose Kanten Mouse Pad rutschfest & Wasserdicht verbessert Geschwindigkeit und Präzision Schreibtischunterlage für Maus Tastatur Kirschblüten Katana W 0,unknown,qwerty_it,False,none,none,,,BEIJUYHU,static_pool
B0DJCRKCHN,9,ES,XXL Gaming Mauspad 800x400mm – Mousepad Groß Nahtlose Kanten Mouse Pad rutschfest & Wasserdicht verbessert Geschwindigkeit und Präzision Schreibtischunterlage für Maus Tastatur Kirschblüten Katana W 0,unknown,qwerty_es,False,none,none,,,BEIJUYHU,static_pool
B085HQBK2P,2,UK,"2 Pack Tastatur-Abdeckung für Lenovo Yoga C740 15,6 Zoll, 2020 2019, IdeaPad l340 330 320 330s 520 s540 720s 130 s145 s340 15, Ideapad 340 30 32 0 43,9 cm (schwarz + klar).",unknown,qwerty_uk,False,none,none,,,iKammo,static_pool
B085HQBK2P,4,FR,"2 Pack Tastatur-Abdeckung für Lenovo Yoga C740 15,6 Zoll, 2020 2019, IdeaPad l340 330 320 330s 520 s540 720s 130 s145 s340 15, Ideapad 340 30 32 0 43,9 cm (schwarz + klar).",unknown,azerty,False,none,none,,,iKammo,static_pool
B085HQBK2P,8,IT,"2 Pack Tastatur-Abdeckung für Lenovo Yoga C740 15,6 Zoll, 2020 2019, IdeaPad l340 330 320 330s 520 s540 720s 130 s145 s340 15, Ideapad 340 30 32 0 43,9 cm (schwarz + klar).",unknown,qwerty_it,False,none,none,,,iKammo,static_pool
B085HQBK2P,9,ES,"2 Pack Tastatur-Abdeckung für Lenovo Yoga C740 15,6 Zoll, 2020 2019, IdeaPad l340 330 320 330s 520 s540 720s 130 s145 s340 15, Ideapad 340 30 32 0 43,9 cm (schwarz + klar).",unknown,qwerty_es,False,none,none,,,iKammo,static_pool
B0B8HCS9M7,2,UK,"for IOS,0 Kabellose Tastatur, Bluetooth-Tastatur mit Trackpad, Kabelloser USB-Empfänger, Runde Retro-Tastenkappe, Ergonomische Magnetische Tastatur für für Schwarz",unknown,qwerty_uk,False,none,none,,,ciciglow,static_pool
B0B8HCS9M7,4,FR,"for IOS,0 Kabellose Tastatur, Bluetooth-Tastatur mit Trackpad, Kabelloser USB-Empfänger, Runde Retro-Tastenkappe, Ergonomische Magnetische Tastatur für für Schwarz",unknown,azerty,False,none,none,,,ciciglow,static_pool
B0B8HCS9M7,8,IT,"for IOS,0 Kabellose Tastatur, Bluetooth-Tastatur mit Trackpad, Kabelloser USB-Empfänger, Runde Retro-Tastenkappe, Ergonomische Magnetische Tastatur für für Schwarz",unknown,qwerty_it,False,none,none,,,ciciglow,static_pool
B0B8HCS9M7,9,ES,"for IOS,0 Kabellose Tastatur, Bluetooth-Tastatur mit Trackpad, Kabelloser USB-Empfänger, Runde Retro-Tastenkappe, Ergonomische Magnetische Tastatur für für Schwarz",unknown,qwerty_es,False,none,none,,,ciciglow,static_pool
B0DW82Z876,2,UK,"Mauspad XXL 900x400x3mm, Baum Groß Mousepad Gaming mit Motiv, Panda Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office E-0",unknown,qwerty_uk,False,none,none,,,Aynaeinn,static_pool
B0DW82Z876,4,FR,"Mauspad XXL 900x400x3mm, Baum Groß Mousepad Gaming mit Motiv, Panda Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office E-0",unknown,azerty,False,none,none,,,Aynaeinn,static_pool
B0DW82Z876,8,IT,"Mauspad XXL 900x400x3mm, Baum Groß Mousepad Gaming mit Motiv, Panda Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office E-0",unknown,qwerty_it,False,none,none,,,Aynaeinn,static_pool
B0DW82Z876,9,ES,"Mauspad XXL 900x400x3mm, Baum Groß Mousepad Gaming mit Motiv, Panda Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office E-0",unknown,qwerty_es,False,none,none,,,Aynaeinn,static_pool
B0F37L6PGW,2,UK,"Anlage Mauspad, Small RehSchreibtisch Matte 150x200x3mm, Tischmatte mit Nähten, Anime Gaming Tastatur Matte, Rutschfeste Gummibasis, Mauspad Wasserdicht, Geeignet für den Heim- und Bürogebrauch D-0",unknown,qwerty_uk,False,none,none,,,jeihenhg,static_pool
B0F37L6PGW,4,FR,"Anlage Mauspad, Small RehSchreibtisch Matte 150x200x3mm, Tischmatte mit Nähten, Anime Gaming Tastatur Matte, Rutschfeste Gummibasis, Mauspad Wasserdicht, Geeignet für den Heim- und Bürogebrauch D-0",unknown,azerty,False,none,none,,,jeihenhg,static_pool
B0F37L6PGW,8,IT,"Anlage Mauspad, Small RehSchreibtisch Matte 150x200x3mm, Tischmatte mit Nähten, Anime Gaming Tastatur Matte, Rutschfeste Gummibasis, Mauspad Wasserdicht, Geeignet für den Heim- und Bürogebrauch D-0",unknown,qwerty_it,False,none,none,,,jeihenhg,static_pool
B0F37L6PGW,9,ES,"Anlage Mauspad, Small RehSchreibtisch Matte 150x200x3mm, Tischmatte mit Nähten, Anime Gaming Tastatur Matte, Rutschfeste Gummibasis, Mauspad Wasserdicht, Geeignet für den Heim- und Bürogebrauch D-0",unknown,qwerty_es,False,none,none,,,jeihenhg,static_pool
B0DTP8438Y,2,UK,"Mauspad XXL 1200x600x3mm, Aurora Groß Mousepad Gaming mit Motiv, Ente Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office S-0",unknown,qwerty_uk,False,none,none,,,Aynaeinn,static_pool
B0DTP8438Y,4,FR,"Mauspad XXL 1200x600x3mm, Aurora Groß Mousepad Gaming mit Motiv, Ente Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office S-0",unknown,azerty,False,none,none,,,Aynaeinn,static_pool
B0DTP8438Y,8,IT,"Mauspad XXL 1200x600x3mm, Aurora Groß Mousepad Gaming mit Motiv, Ente Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office S-0",unknown,qwerty_it,False,none,none,,,Aynaeinn,static_pool
B0DTP8438Y,9,ES,"Mauspad XXL 1200x600x3mm, Aurora Groß Mousepad Gaming mit Motiv, Ente Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office S-0",unknown,qwerty_es,False,none,none,,,Aynaeinn,static_pool
B0DT5YSCM3,2,UK,Gaming Mauspad Schwarz Mauspad XXL 1400x600x3mm XXL Mousepad Katze Mauspad Gaming Zubehör mit Anti Rutsch Basis Mouse Pad， Wasserdicht und Langlebig für schmücken Maus und Tastatur Office 3-0-Z,unknown,qwerty_uk,False,none,none,,,RNXAOPEN,static_pool
B0DT5YSCM3,4,FR,Gaming Mauspad Schwarz Mauspad XXL 1400x600x3mm XXL Mousepad Katze Mauspad Gaming Zubehör mit Anti Rutsch Basis Mouse Pad， Wasserdicht und Langlebig für schmücken Maus und Tastatur Office 3-0-Z,unknown,azerty,False,none,none,,,RNXAOPEN,static_pool
B0DT5YSCM3,8,IT,Gaming Mauspad Schwarz Mauspad XXL 1400x600x3mm XXL Mousepad Katze Mauspad Gaming Zubehör mit Anti Rutsch Basis Mouse Pad， Wasserdicht und Langlebig für schmücken Maus und Tastatur Office 3-0-Z,unknown,qwerty_it,False,none,none,,,RNXAOPEN,static_pool
B0DT5YSCM3,9,ES,Gaming Mauspad Schwarz Mauspad XXL 1400x600x3mm XXL Mousepad Katze Mauspad Gaming Zubehör mit Anti Rutsch Basis Mouse Pad， Wasserdicht und Langlebig für schmücken Maus und Tastatur Office 3-0-Z,unknown,qwerty_es,False,none,none,,,RNXAOPEN,static_pool
B0DRTWWD29,2,UK,Gaming Mauspad Schwarz Mauspad XXL 900x400x3mm XXL Mousepad Abstrakt Mauspad Gaming Zubehör mit Anti Rutsch Basis Mouse Pad， Wasserdicht und Langlebig für Maus und Tastatur schmücken Office 0-5-P,unknown,qwerty_uk,False,none,none,,,RNXAOPEN,static_pool
B0DRTWWD29,4,FR,Gaming Mauspad Schwarz Mauspad XXL 900x400x3mm XXL Mousepad Abstrakt Mauspad Gaming Zubehör mit Anti Rutsch Basis Mouse Pad， Wasserdicht und Langlebig für Maus und Tastatur schmücken Office 0-5-P,unknown,azerty,False,none,none,,,RNXAOPEN,static_pool
B0DRTWWD29,8,IT,Gaming Mauspad Schwarz Mauspad XXL 900x400x3mm XXL Mousepad Abstrakt Mauspad Gaming Zubehör mit Anti Rutsch Basis Mouse Pad， Wasserdicht und Langlebig für Maus und Tastatur schmücken Office 0-5-P,unknown,qwerty_it,False,none,none,,,RNXAOPEN,static_pool
B0DRTWWD29,9,ES,Gaming Mauspad Schwarz Mauspad XXL 900x400x3mm XXL Mousepad Abstrakt Mauspad Gaming Zubehör mit Anti Rutsch Basis Mouse Pad， Wasserdicht und Langlebig für Maus und Tastatur schmücken Office 0-5-P,unknown,qwerty_es,False,none,none,,,RNXAOPEN,static_pool
B0DRNC8KGX,2,UK,"Mauspad XXL 900x400x3mm, Blume Groß Mousepad Gaming mit Motiv, Buch Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office G-0",unknown,qwerty_uk,False,none,none,,,Aynaeinn,static_pool
B0DRNC8KGX,4,FR,"Mauspad XXL 900x400x3mm, Blume Groß Mousepad Gaming mit Motiv, Buch Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office G-0",unknown,azerty,False,none,none,,,Aynaeinn,static_pool
B0DRNC8KGX,8,IT,"Mauspad XXL 900x400x3mm, Blume Groß Mousepad Gaming mit Motiv, Buch Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office G-0",unknown,qwerty_it,False,none,none,,,Aynaeinn,static_pool
B0DRNC8KGX,9,ES,"Mauspad XXL 900x400x3mm, Blume Groß Mousepad Gaming mit Motiv, Buch Verlängertes Mouse Pad Tastatur Matte, rutschfeste Gummibasis, Vernähte Kanten Anti-Rutsch Mauspad Desk Mat Für Laptop Office G-0",unknown,qwerty_es,False,none,none,,,Aynaeinn,static_pool
B0DQWYFJD6,2,UK,"Großes Gaming-Mauspad mit genähten Kanten, grau Engel, Tischunterlage XL-Mauspad mit rutschfeste Unterseite, Cooles Schreibtischpad für Tastatur und Maus, 800x300x3mm S-0",unknown,qwerty_uk,False,none,none,,,BEIJUYHU,static_pool
B0DQWYFJD6,4,FR,"Großes Gaming-Mauspad mit genähten Kanten, grau Engel, Tischunterlage XL-Mauspad mit rutschfeste Unterseite, Cooles Schreibtischpad für Tastatur und Maus, 800x300x3mm S-0",unknown,azerty,False,none,none,,,BEIJUYHU,static_pool
B0DQWYFJD6,8,IT,"Großes Gaming-Mauspad mit genähten Kanten, grau Engel, Tischunterlage XL-Mauspad mit rutschfeste Unterseite, Cooles Schreibtischpad für Tastatur und Maus, 800x300x3mm S-0",unknown,qwerty_it,False,none,none,,,BEIJUYHU,static_pool
B0DQWYFJD6,9,ES,"Großes Gaming-Mauspad mit genähten Kanten, grau Engel, Tischunterlage XL-Mauspad mit rutschfeste Unterseite, Cooles Schreibtischpad für Tastatur und Maus, 800x300x3mm S-0",unknown,qwerty_es,False,none,none,,,BEIJUYHU,static_pool
B0FN7Y85JH,2,UK,"Tastaturablage für den Schreibtisch, höhenverstellbar von 0–12 cm, um 360 ° drehbar, neigbar ± 15 °, Schiebe-Tastatur- und Mausunterstützung für ergonomisches Arbeitsplatz, platzsparendes Design",unknown,qwerty_uk,False,none,none,,,Generisch,static_pool
B0FN7Y85JH,4,FR,"Tastaturablage für den Schreibtisch, höhenverstellbar von 0–12 cm, um 360 ° drehbar, neigbar ± 15 °, Schiebe-Tastatur- und Mausunterstützung für ergonomisches Arbeitsplatz, platzsparendes Design",unknown,azerty,False,none,none,,,Generisch,static_pool
B0FN7Y85JH,8,IT,"Tastaturablage für den Schreibtisch, höhenverstellbar von 0–12 cm, um 360 ° drehbar, neigbar ± 15 °, Schiebe-Tastatur- und Mausunterstützung für ergonomisches Arbeitsplatz, platzsparendes Design",unknown,qwerty_it,False,none,none,,,Generisch,static_pool
B0FN7Y85JH,9,ES,"Tastaturablage für den Schreibtisch, höhenverstellbar von 0–12 cm, um 360 ° drehbar, neigbar ± 15 °, Schiebe-Tastatur- und Mausunterstützung für ergonomisches Arbeitsplatz, platzsparendes Design",unknown,qwerty_es,False,none,none,,,Generisch,static_pool
B0F2DFCCFN,2,UK,"Geschenk Mauspad, Große Weihnachtsbaum Schreibtisch Matte, Gaming Mousepad XXL 1600x800x4mm, Anime Gaming Tastatur Matte, rutschfeste Gummibasis, Wasserdicht mauspad, für den Heim- Bürogebrauch T-0",unknown,qwerty_uk,False,none,none,,,jeihenhg,static_pool
B0F2DFCCFN,4,FR,"Geschenk Mauspad, Große Weihnachtsbaum Schreibtisch Matte, Gaming Mousepad XXL 1600x800x4mm, Anime Gaming Tastatur Matte, rutschfeste Gummibasis, Wasserdicht mauspad, für den Heim- Bürogebrauch T-0",unknown,azerty,False,none,none,,,jeihenhg,static_pool
B0F2DFCCFN,8,IT,"Geschenk Mauspad, Große Weihnachtsbaum Schreibtisch Matte, Gaming Mousepad XXL 1600x800x4mm, Anime Gaming Tastatur Matte, rutschfeste Gummibasis, Wasserdicht mauspad, für den Heim- Bürogebrauch T-0",unknown,qwerty_it,False,none,none,,,jeihenhg,static_pool
